Машины марк;Үнэ;Моторын багтаамж;Хурдны хайрцаг;Хүрд;Төрөл;Өнгө;Үйлдвэрлэсэн он;Орж ирсэн он;Хөдөлгүүр;Дотор өнгө;Лизинг;Хаяг;Хөтлөгч;Явсан;Нөхцөл;Хаалга
Toyota Premio, 2007/2016;13 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2007;2016;Бензин;Цагаан шар;Лизинггүй;хотын төв;Урдаа FWD;165000 км.;Дугаар авсан;5
Toyota Prius 20, 2006/2019;13 сая ₮;1.4 л;Автомат;Буруу;Суудлын тэрэг;Сувдан цагаан;2006;2019;Бензин;Саарал;Лизинггүй;Улаанбаатар;Урдаа FWD;190000 км.;Дугаар авсан;4
Toyota Prius 30, 2012/2023;25 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Хар;2012;2023;Хайбрид;Хар;ББСБ лизингтэй;25р эмийн сан Gem mall худалдааны төвийн ард;Урдаа FWD;180000 км.;Дугаар аваагүй;5
Toyota Crown, 2012/2022;29.8 сая ₮;3.5 л;Автомат;Буруу;Суудлын тэрэг;Хөх;2012;2022;Бензин;Хар;Лизинггүй;Khan-Uul;Хойноо RWD;145000 км.;Дугаар авсан;4
Toyota Land Cruiser Prado, 2004/2012;30 сая ₮;2.6 л;Автомат;Буруу;Жийп;Цагаан;2004;2012;Бензин;Бор;Лизинггүй;1-дүгээр хороолол;Бүх дугуй 4WD;286000 км.;Дугаар авсан;5
Nissan Juke, 2012/2019;19 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2012;2019;Бензин;Хар;Лизинггүй;Улаанбаатар;Урдаа FWD;120000 км.;Дугаар авсан;5
Toyota Prius 40, 41, 2015/2022;29.7 сая ₮;1.8 л;Автомат;Буруу;Гэр бүлийн;Саарал;2015;2022;Бензин;Саарал;Лизинггүй;SHD;Урдаа FWD;12000 км.;Дугаар авсан;5
Toyota Vanguard, 2008/2018;20 сая ₮;2.4 л;Автомат;Буруу;Жийп;Сувдан цагаан;2008;2018;Бензин;Хар;Лизинггүй;бзд;Хойноо RWD;180000 км.;Дугаар авсан;5
Toyota Prius 20, 2008/2013;9.5 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2008;2013;Хайбрид;Саарал;Лизинггүй;Хурд хороолол;Хойноо RWD;153213 км.;Дугаар авсан;5
Toyota Crown, 2009/2019;18.5 сая ₮;3.0 л;Автомат;Буруу;Суудлын тэрэг;Хар;2009;2019;Бензин;Хар;Лизинггүй;BzD;Хойноо RWD;132000 км.;Дугаар авсан;4
Toyota Harrier, 2007/2022;34 сая ₮;2.4 л;Автомат;Буруу;Жийп;Шар;2007;2022;Бензин;Шаргал;Лизинггүй;Bzd;Бүх дугуй 4WD;140000 км.;Дугаар авсан;5
Toyota RAV4, 2017/2017;70 сая ₮;2.0 л;Механик;Зөв;Жийп;Улаан;2017;2017;Бензин;Бусад;Лизинггүй;nan;Бүх дугуй 4WD;60000 км.;Дугаар авсан;5
Toyota Land Cruiser 200, 2014/2023;150 сая ₮;4.7 л;Автомат;Зөв;Жийп;Хар саарал;2014;2023;Бензин;Бор;Лизинггүй;Ub;Бүх дугуй 4WD;70000 км.;Дугаар авсан;5
Toyota Land Cruiser Prado, 2007/2022;70 сая ₮;2.7 л;Автомат;Буруу;Жийп;Цайвар цэнхэр;2007;2022;Бензин;Саарал;Лизинггүй;1р хороолол;Бүх дугуй 4WD;160000 км.;Дугаар авсан;5
Toyota Highlander, 2008/2008;25 сая ₮;3.5 л;Автомат;Зөв;Жийп;Хар;2008;2008;Бензин;Шаргал;Лизинггүй;Улаанбаатар;Бүх дугуй 4WD;100000 км.;Дугаар авсан;5
Toyota Estima, 2007/2021;22 сая ₮;3.0 л;Автомат;Буруу;Гэр бүлийн;Саарал;2007;2021;Хайбрид;Саарал;Лизинггүй;СХД;Бүх дугуй 4WD;200000 км.;Дугаар авсан;5
Mercedes-Benz G-Class, 2015/2015;215 сая ₮;5.0 л;Автомат;Зөв;Жийп;Цэнхэр;2015;2015;Бензин;Шаргал;Лизинггүй;Ub;Бүх дугуй 4WD;75000 км.;Дугаар авсан;5
Toyota Prius 30, 2012/2020;18 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Улаан;2012;2020;Хайбрид;Бусад;Лизинггүй;Төмөр зам;Урдаа FWD;1500000 км.;Дугаар авсан;5
